Species	Phylum	Order	Genus	TaxID	Num_Prot	niacin_synthesis	nadB_niacin_asp	nadA_niacin_asp	nadC_niacin_asp	kmo_niacin_trp	hpaB_niacin_trp	kynu_niacin_trp	had_niacin_trp
Pseudomonas rhizosphaerae	Proteobacteria	Pseudomonadales	Pseudomonas	216142	7667	1	1	1	1	0	0	0	0
Microlunatus phosphovorus	Actinobacteria	Propionibacteriales	Microlunatus	29405	4930	1	1	1	1	0	0	1	0
Rickettsia endosymbiont of Ixodes pacificus	Proteobacteria	Rickettsiales	Rickettsia	1133329	2830	0	1	0	0	0	0	0	0
Arenibacter certesii	Bacteroidetes	Flavobacteriales	Arenibacter	228955	3823	0	1	0	1	1	0	1	1
Necropsobacter massiliensis	Proteobacteria	Pasteurellales	Necropsobacter	1400001	2011	0	1	0	1	0	0	0	0
Anaeromyxobacter sp. K	Proteobacteria	Myxococcales	Anaeromyxobacter	447217	8598	1	1	1	1	0	0	0	0
Mesorhizobium amorphae	Proteobacteria	Rhizobiales	Mesorhizobium	71433	6504	1	1	1	1	0	1	1	0
Streptomyces sp. CdTB01	Actinobacteria	Streptomycetales	Streptomyces	1725411	17355	1	1	1	1	1	0	1	0
Leptolyngbya sp. Heron Island J	Cyanobacteria	Oscillatoriales	Leptolyngbya	1385935	13823	1	1	1	1	1	0	0	0
Leptospirillum ferriphilum	Nitrospirae	Nitrospirales	Leptospirillum	178606	8478	1	1	1	1	0	0	0	0
Type-F symbiont of Plautia stali	Proteobacteria	Enterobacteriales	root	1560358	2236	1	1	1	1	0	0	0	0
Microbispora sp. GMKU363	Actinobacteria	Streptosporangiales	Microbispora	718014	6443	1	1	1	1	1	1	1	0
Anaerovorax odorimutans	Firmicutes	Clostridiales	Anaerovorax	109327	2783	1	1	1	1	0	1	0	0
Streptomyces luridiscabiei	Actinobacteria	Streptomycetales	Streptomyces	164114	3811	0	1	0	1	1	0	0	0
Serratia odorifera	Proteobacteria	Enterobacteriales	Serratia	618	4496	0	1	0	1	0	1	0	0
Chromobacterium haemolyticum	Proteobacteria	Neisseriales	Chromobacterium	394935	6173	1	1	1	1	0	1	1	1
Micrococcus luteus	Actinobacteria	Micrococcales	Micrococcus	1270	33448	1	1	1	1	0	0	0	0
Dermacoccus nishinomiyaensis	Actinobacteria	Micrococcales	Dermacoccus	1274	4524	0	1	0	0	0	0	0	0
Saccharospirillum impatiens	Proteobacteria	Oceanospirillales	Saccharospirillum	169438	4065	1	1	1	1	0	0	1	0
Serratia liquefaciens	Proteobacteria	Enterobacteriales	Serratia	614	18749	1	1	1	1	1	1	0	1
Serratia marcescens	Proteobacteria	Enterobacteriales	Serratia	615	1144969	1	1	1	1	0	1	0	0
Acidovorax ebreus	Proteobacteria	Burkholderiales	Acidovorax	721785	2508	1	1	1	1	0	0	1	0
Paraglaciecola chathamensis	Proteobacteria	Alteromonadales	Paraglaciecola	368405	2710	0	1	1	0	1	0	1	0
Paenibacillus sp. IHB B 3415	Firmicutes	Bacillales	Paenibacillus	867080	12521	1	1	1	1	0	0	0	0
Pantoea sp. 3.5.1	Proteobacteria	Enterobacteriales	Pantoea	1522060	8578	1	1	1	1	0	0	0	0
Clostridium botulinum	Firmicutes	Clostridiales	Clostridium	1491	223094	1	1	1	1	0	0	0	0
Thioalkalivibrio sp. ALMg11	Proteobacteria	Chromatiales	Thioalkalivibrio	1158165	2553	1	1	1	1	0	0	0	0
Treponema maltophilum	Spirochaetes	Spirochaetales	Treponema	51160	2255	0	1	0	0	0	0	0	0
Grimontia sp. AD028	Proteobacteria	Vibrionales	Grimontia	1581149	8473	1	1	1	1	0	0	0	0
Altererythrobacter atlanticus	Proteobacteria	Sphingomonadales	Altererythrobacter	1267766	6380	1	1	1	1	1	0	0	0
Eubacterium limosum	Firmicutes	Clostridiales	Eubacterium	1736	14777	1	1	1	1	0	1	0	0
Paenibacillus senegalensis	Firmicutes	Bacillales	Paenibacillus	1465766	4634	1	1	1	1	0	0	0	0
Oceanobacillus massiliensis	Firmicutes	Bacillales	Oceanobacillus	1465765	3252	0	1	0	0	0	0	0	0
[Clostridium] josui	Firmicutes	Clostridiales	Ruminiclostridium	1499	4108	1	1	1	1	0	0	0	0
Acetivibrio cellulolyticus	Firmicutes	Clostridiales	Acetivibrio	35830	4703	1	1	1	1	0	0	0	0
Bilophila wadsworthia	Proteobacteria	Desulfovibrionales	Bilophila	35833	5834	1	1	1	1	0	1	0	0
Holophaga foetida	Acidobacteria	Holophagales	Holophaga	35839	3445	1	1	1	1	0	0	0	0
Deinococcus deserti	Deinococcus-Thermus	Deinococcales	Deinococcus	310783	3430	1	1	1	1	0	1	1	0
Microbacterium sp. Leaf159	Actinobacteria	Micrococcales	Microbacterium	1736279	6933	1	1	1	1	1	0	1	0
Rhizobium sp. Leaf155	Proteobacteria	Rhizobiales	Rhizobium	1736278	4487	0	1	0	0	0	0	0	0
Smithella sp. SCADC	Proteobacteria	Syntrophobacterales	Smithella	1499107	2636	1	1	1	1	0	1	0	0
Xanthomonas sp. Leaf148	Proteobacteria	Xanthomonadales	Xanthomonas	1736275	7976	0	1	0	1	1	0	1	1
Arthrobacter sp. Leaf145	Actinobacteria	Micrococcales	Arthrobacter	1736274	6460	1	1	1	1	1	1	1	0
Curtobacterium sp. Leaf154	Actinobacteria	Micrococcales	Curtobacterium	1736277	5230	1	1	1	1	0	0	0	0
Microbacterium sp. Leaf151	Actinobacteria	Micrococcales	Microbacterium	1736276	6294	1	1	1	1	1	0	1	0
Arthrobacter sp. Leaf137	Actinobacteria	Micrococcales	Arthrobacter	1736271	7534	1	1	1	1	1	0	1	0
Xanthomonas sp. Leaf131	Proteobacteria	Xanthomonadales	Xanthomonas	1736270	7955	0	1	0	1	1	0	1	1
Arthrobacter sp. Leaf141	Actinobacteria	Micrococcales	Arthrobacter	1736273	6346	1	1	1	1	0	0	1	0
Massilia sp. Leaf139	Proteobacteria	Burkholderiales	Massilia	1736272	9059	1	1	1	1	0	0	1	0
Streptomyces sp. AW19M42	Actinobacteria	Streptomycetales	Streptomyces	1379686	6360	1	1	1	1	1	0	1	0
Comamonas sp. B-9	Proteobacteria	Burkholderiales	Comamonas	1055192	4152	0	1	0	1	0	0	1	0
Paenibacillus sp. 1-49	Firmicutes	Bacillales	Paenibacillus	1155954	4501	1	1	1	1	0	0	0	0
Acidiphilium sp. JA12-A1	Proteobacteria	Rhodospirillales	Acidiphilium	1464546	5480	1	1	1	1	0	0	0	0
Paenibacillus sp. P22	Firmicutes	Bacillales	Paenibacillus	483908	7674	0	1	1	0	0	1	0	0
Prevotella nigrescens	Bacteroidetes	Bacteroidales	Prevotella	28133	5438	1	1	1	1	0	0	0	0
Prevotella melaninogenica	Bacteroidetes	Bacteroidales	Prevotella	28132	6029	1	1	1	1	0	0	0	0
Prevotella intermedia	Bacteroidetes	Bacteroidales	Prevotella	28131	11219	1	1	1	1	0	0	0	0
Prevotella disiens	Bacteroidetes	Bacteroidales	Prevotella	28130	5504	1	1	1	1	0	0	0	0
Prevotella veroralis	Bacteroidetes	Bacteroidales	Prevotella	28137	4175	0	1	0	0	0	0	0	0
Prevotella oulorum	Bacteroidetes	Bacteroidales	Prevotella	28136	3894	0	1	0	0	0	0	0	0
Prevotella oris	Bacteroidetes	Bacteroidales	Prevotella	28135	6712	0	1	0	0	0	0	0	0
Prevotella oralis	Bacteroidetes	Bacteroidales	Prevotella	28134	4214	1	1	1	1	0	0	0	0
Rikenella microfusus	Bacteroidetes	Bacteroidales	Rikenella	28139	2186	1	1	1	1	0	0	0	0
Bermanella marisrubri	Proteobacteria	Oceanospirillales	Bermanella	207949	6593	1	1	1	1	0	0	0	0
Micromonospora chokoriensis	Actinobacteria	Micromonosporales	Micromonospora	356851	5926	1	1	1	1	1	0	1	1
Mycobacterium tusciae	Actinobacteria	Corynebacteriales	Mycobacterium	75922	6363	1	1	1	1	0	0	0	0
Azorhizobium doebereinerae	Proteobacteria	Rhizobiales	Azorhizobium	281091	4985	1	1	1	1	1	1	0	0
Staphylococcus sp. NAM3COL9	Firmicutes	Bacillales	Staphylococcus	1667172	4878	0	1	0	0	1	0	0	0
Bradyrhizobium viridifuturi	Proteobacteria	Rhizobiales	Bradyrhizobium	1654716	6697	1	1	1	1	1	1	1	0
uncultured marine bacterium	root	root	root	56765	4208	0	0	0	0	0	0	0	0
Streptomyces sp. PBH53	Actinobacteria	Streptomycetales	Streptomyces	1577075	7432	1	1	1	1	1	0	1	0
Enterobacter sp. GN02457	Proteobacteria	Enterobacteriales	Enterobacter	1659711	4902	1	1	1	1	0	1	0	0
Methylophaga lonarensis	Proteobacteria	Thiotrichales	Methylophaga	999151	2412	1	1	1	1	0	0	0	0
Rhodococcus sp. ADH	Actinobacteria	Corynebacteriales	Rhodococcus	224843	8718	1	1	1	1	0	1	1	1
Desulfuromonas sp. WTL	Proteobacteria	Desulfuromonadales	Desulfuromonas	1603606	6887	1	1	1	1	0	0	0	0
Acinetobacter sp. GG2	Proteobacteria	Pseudomonadales	Acinetobacter	651305	2257	0	1	1	0	0	0	1	0
Desulfovibrio piezophilus	Proteobacteria	Desulfovibrionales	Desulfovibrio	879567	3249	1	1	1	1	0	0	0	0
Actinoplanes sp. SE50/110	Actinobacteria	Micromonosporales	Actinoplanes	134676	16172	1	1	1	1	1	0	1	0
Streptomyces acidiscabies	Actinobacteria	Streptomycetales	Streptomyces	42234	37107	1	1	1	1	1	0	1	0
Streptomyces bottropensis	Actinobacteria	Streptomycetales	Streptomyces	42235	7134	0	1	0	1	1	0	1	0
Streptomyces diastatochromogenes	Actinobacteria	Streptomycetales	Streptomyces	42236	12738	1	1	1	1	1	1	1	0
Hydrogenivirga sp. 128-5-R1-1	Aquificae	Aquificales	Hydrogenivirga	392423	6847	1	1	1	1	0	0	0	0
Streptomyces neyagawaensis	Actinobacteria	Streptomycetales	Streptomyces	42238	6803	1	1	1	1	1	1	1	0
Bifidobacterium saguini	Actinobacteria	Bifidobacteriales	Bifidobacterium	762210	2198	0	1	0	0	0	0	0	0
Serratia ureilytica	Proteobacteria	Enterobacteriales	Serratia	300181	6546	1	1	1	1	0	1	0	0
Chrysosporum ovalisporum	Cyanobacteria	Nostocales	Chrysosporum	75695	2859	1	1	1	1	1	0	0	0
Castellaniella defragrans	Proteobacteria	Burkholderiales	Castellaniella	75697	3243	1	1	1	1	0	0	0	1
Rufibacter sp. DG31D	Bacteroidetes	Cytophagales	Rufibacter	1379910	7286	1	1	1	1	1	0	1	1
Agromyces sp. Root81	Actinobacteria	Micrococcales	Agromyces	1736601	7566	1	1	1	1	1	0	1	0
Bacillus sp. BSC154	Firmicutes	Bacillales	Bacillus	1549811	4899	1	1	1	1	1	1	1	0
Legionella steelei	Proteobacteria	Legionellales	Legionella	947033	7109	1	1	1	1	1	0	0	0
Leisingera sp. ANG1	Proteobacteria	Rhodobacterales	Leisingera	1002340	4210	1	1	1	1	0	0	1	0
Bacillus sp. EB01	Firmicutes	Bacillales	Bacillus	1347086	4511	1	1	1	1	0	0	1	0
Paucisalibacillus sp. EB02	Firmicutes	Bacillales	Paucisalibacillus	1347087	3780	0	1	0	0	0	1	1	0
Microvirga sp. BSC39	Proteobacteria	Rhizobiales	Microvirga	1549810	9788	0	1	0	0	1	1	0	0
Anditalea andensis	Bacteroidetes	Cytophagales	Anditalea	1048983	8698	0	1	0	1	1	0	1	1
Neisseria sp. oral taxon 014	Proteobacteria	Neisseriales	Neisseria	641148	2091	0	0	0	0	0	0	0	0
Streptomyces sp. DpondAA-B6	Actinobacteria	Streptomycetales	Streptomyces	682311	2830	0	1	1	0	1	0	1	0
Paenibacillus taiwanensis	Firmicutes	Bacillales	Paenibacillus	401638	4408	1	1	1	1	0	1	0	0
Gluconobacter japonicus	Proteobacteria	Rhodospirillales	Gluconobacter	376620	15754	1	1	1	1	0	0	0	0
Pseudomonas sp. Os17	Proteobacteria	Pseudomonadales	Pseudomonas	1500686	9376	1	1	1	1	0	1	1	1
Acinetobacter sp. ADP1	Proteobacteria	Pseudomonadales	Acinetobacter	62977	4406	1	1	1	1	1	0	0	0
Bacillus cellulasensis	Firmicutes	Bacillales	Bacillus	1049581	4503	1	1	1	1	1	0	0	0
Rhodococcus enclensis	Actinobacteria	Corynebacteriales	Rhodococcus	1049584	9487	1	1	1	1	0	1	1	1
Mycobacterium mageritense	Actinobacteria	Corynebacteriales	Mycobacterium	53462	8070	1	1	1	1	1	1	0	0
Nakamurella multipartita	Actinobacteria	Nakamurellales	Nakamurella	53461	4976	1	1	1	1	0	0	1	0
Paenibacillus terrae	Firmicutes	Bacillales	Paenibacillus	159743	15626	1	1	1	1	0	0	1	0
Brevibacterium massiliense	Actinobacteria	Micrococcales	Brevibacterium	576927	2059	0	1	0	1	0	0	0	0
Syntrophaceticus schinkii	Firmicutes	Thermoanaerobacterales	Syntrophaceticus	499207	5923	1	1	1	1	0	0	0	0
Pedobacter ginsenosidimutans	Bacteroidetes	Sphingobacteriales	Pedobacter	687842	10256	1	1	1	1	1	0	1	0
Rickettsiales bacterium Ac37b	Proteobacteria	Rickettsiales	root	1528098	3423	0	1	0	0	0	0	0	0
Streptomyces flavochromogenes	Actinobacteria	Streptomycetales	Streptomyces	68199	7030	0	1	1	0	1	1	1	1
Vibrio sp. S512-13	Proteobacteria	Vibrionales	Vibrio	1620394	4658	1	1	1	1	0	0	0	0
Actinobacteria bacterium OK074	Actinobacteria	root	root	1592327	17508	1	1	1	1	1	0	1	0
Vibrio sp. S457-15	Proteobacteria	Vibrionales	Vibrio	1620393	4512	1	1	1	1	0	0	0	0
Actinobacteria bacterium OV320	Actinobacteria	root	root	1592329	16845	1	1	1	1	1	0	1	0
Streptomyces cyaneogriseus	Actinobacteria	Streptomycetales	Streptomyces	68192	5668	1	1	1	1	1	0	1	0
Streptomyces durhamensis	Actinobacteria	Streptomycetales	Streptomyces	68194	7734	1	1	1	1	0	0	1	0
Bartonella bacilliformis	Proteobacteria	Rhizobiales	Bartonella	774	5547	0	1	0	0	0	0	0	0
Vibrio sp. N418	Proteobacteria	Vibrionales	Vibrio	701176	6962	1	1	1	1	0	0	0	0
Anaplasma marginale	Proteobacteria	Rickettsiales	Anaplasma	770	5934	1	1	1	1	0	0	0	0
Bacillus sp. TH007	Firmicutes	Bacillales	Bacillus	1664037	4920	1	1	1	1	0	0	0	0
Erythrobacter sp. YT30	Proteobacteria	Sphingomonadales	Erythrobacter	1735012	2996	1	1	1	1	1	0	1	0
Simonsiella muelleri	Proteobacteria	Neisseriales	Simonsiella	72	2048	0	1	0	0	0	0	0	0
Chamaesiphon minutus	Cyanobacteria	Chroococcales	Chamaesiphon	1173032	5810	1	1	1	1	0	0	1	0
Mesorhizobium sp. LSJC264A00	Proteobacteria	Rhizobiales	Mesorhizobium	1287321	8807	0	1	0	0	0	1	1	0
Burkholderia sp. UYPR1.413	Proteobacteria	Burkholderiales	Burkholderia	1080179	8743	1	1	1	1	1	1	1	0
Streptomyces katrae	Actinobacteria	Streptomycetales	Streptomyces	68223	20250	1	1	1	1	1	0	1	0
Erythrobacter longus	Proteobacteria	Sphingomonadales	Erythrobacter	1044	6449	1	1	1	1	0	0	1	0
Thioclava sp. DT23-4	Proteobacteria	Rhodobacterales	Thioclava	1353528	7165	1	1	1	1	1	1	0	0
Allochromatium vinosum	Proteobacteria	Chromatiales	Allochromatium	1049	3338	1	1	1	1	0	0	1	0
Marichromatium gracile	Proteobacteria	Chromatiales	Marichromatium	1048	3212	1	1	1	1	0	0	0	0
Micromonospora carbonacea	Actinobacteria	Micromonosporales	Micromonospora	47853	11726	1	1	1	1	1	0	1	1
Moellerella wisconsensis	Proteobacteria	Enterobacteriales	Moellerella	158849	8111	1	1	1	1	0	1	0	0
Sharpea azabuensis	Firmicutes	Lactobacillales	Sharpea	322505	2259	0	0	0	0	0	0	0	0
Burkholderia sp. BDU19	Proteobacteria	Burkholderiales	Burkholderia	1385589	7206	1	1	1	1	0	1	1	0
Burkholderia sp. BDU18	Proteobacteria	Burkholderiales	Burkholderia	1385588	7811	1	1	1	1	0	1	1	0
Weissella cibaria	Firmicutes	Lactobacillales	Weissella	137591	16484	0	1	0	0	0	0	0	0
Leucobacter sp. CBX130	Actinobacteria	Micrococcales	Leucobacter	1461259	2791	1	1	1	1	0	0	0	0
Micromonospora rifamycinica	Actinobacteria	Micromonosporales	Micromonospora	291594	5464	1	1	1	1	0	0	1	0
Novosphingobium sp. KN65.2	Proteobacteria	Sphingomonadales	Novosphingobium	1478134	9481	1	1	1	1	1	1	0	0
Verrucomicrobia bacterium L21-Fru-AB	Verrucomicrobia	root	root	1609981	4719	1	1	1	1	0	0	0	0
Streptomyces sp. NRRL F-5702	Actinobacteria	Streptomycetales	Streptomyces	1463870	2010	0	0	1	0	0	0	1	0
Streptomyces sp. NRRL F-5727	Actinobacteria	Streptomycetales	Streptomyces	1463871	6703	1	1	1	1	1	0	1	0
Streptomyces sp. NRRL F-5917	Actinobacteria	Streptomycetales	Streptomyces	1463873	2284	0	1	0	0	0	0	0	0
Streptomyces sp. NRRL F-6131	Actinobacteria	Streptomycetales	Streptomyces	1463874	7138	1	1	1	1	1	0	1	0
Legionella tucsonensis	Proteobacteria	Legionellales	Legionella	40335	5754	1	1	1	1	1	0	0	0
Streptomyces sp. NRRL F-6628	Actinobacteria	Streptomycetales	Streptomyces	1463876	2271	0	1	0	0	0	0	1	0
Burkholderia sp. E7m39	Proteobacteria	Burkholderiales	Burkholderia	1561196	7633	1	1	1	1	1	0	1	0
Burkholderia sp. 2002721687	Proteobacteria	Burkholderiales	Burkholderia	1468409	6317	1	1	1	1	0	0	1	0
Robiginitalea biformata	Bacteroidetes	Flavobacteriales	Robiginitalea	252307	3035	0	1	0	1	1	0	1	1
Oceanicola granulosus	Proteobacteria	Rhodobacterales	Oceanicola	252302	3584	1	1	1	1	0	0	1	0
Vibrio sinaloensis	Proteobacteria	Vibrionales	Vibrio	379097	29619	1	1	1	1	0	0	0	0
Aequorivita capsosiphonis	Bacteroidetes	Flavobacteriales	Aequorivita	487317	3498	1	1	1	1	1	0	1	1
Acinetobacter soli	Proteobacteria	Pseudomonadales	Acinetobacter	487316	10022	1	1	1	1	0	0	1	0
Streptomyces bicolor	Actinobacteria	Streptomycetales	Streptomyces	66874	8060	1	1	1	1	1	0	1	0
Streptomyces catenulae	Actinobacteria	Streptomycetales	Streptomyces	66875	5670	1	1	1	1	0	0	0	1
Streptomyces chattanoogensis	Actinobacteria	Streptomycetales	Streptomyces	66876	14218	1	1	1	1	0	0	1	0
Streptomyces ciscaucasicus	Actinobacteria	Streptomycetales	Streptomyces	66877	8443	1	1	1	1	1	1	1	0
Rathayibacter toxicus	Actinobacteria	Micrococcales	Rathayibacter	145458	8813	0	1	0	0	0	0	0	0
Streptomyces baarnensis	Actinobacteria	Streptomycetales	Streptomyces	66872	4156	0	0	0	1	0	0	0	0
Helicobacter trogontum	Proteobacteria	Campylobacterales	Helicobacter	50960	8246	0	1	0	0	0	0	0	0
Lysobacter sp. Root76	Proteobacteria	Xanthomonadales	Lysobacter	1736598	3817	0	1	0	1	1	0	1	1
Phenylobacterium sp. Root77	Proteobacteria	Caulobacterales	Phenylobacterium	1736599	4076	1	1	1	1	0	0	1	0
Desulfotignum phosphitoxidans	Proteobacteria	Desulfobacterales	Desulfotignum	190898	3598	1	1	1	1	0	1	0	0
Acidovorax sp. Root70	Proteobacteria	Burkholderiales	Acidovorax	1736590	8665	1	1	1	1	0	0	1	0
Phenylobacterium sp. Root700	Proteobacteria	Caulobacterales	Phenylobacterium	1736591	8480	1	1	1	1	0	0	1	1
Rhizobium sp. Root708	Proteobacteria	Rhizobiales	Rhizobium	1736592	11451	1	1	1	1	0	1	0	0
Pseudomonas sp. Root71	Proteobacteria	Pseudomonadales	Pseudomonas	1736593	5518	1	1	1	1	0	0	1	0
Sphingomonas sp. Root710	Proteobacteria	Sphingomonadales	Sphingomonas	1736594	8697	1	1	1	1	0	0	1	0
Sphingomonas sp. Root720	Proteobacteria	Sphingomonadales	Sphingomonas	1736595	5164	1	1	1	1	0	0	1	0
Vibrio rotiferianus	Proteobacteria	Vibrionales	Vibrio	190895	10505	1	1	1	1	0	0	0	0
Ensifer sp. Root74	Proteobacteria	Rhizobiales	Ensifer	1736597	6783	1	1	1	1	0	1	1	1
Luteimonas abyssi	Proteobacteria	Xanthomonadales	Luteimonas	1247514	3241	0	1	0	1	1	0	1	1
Nocardiopsis ganjiahuensis	Actinobacteria	Streptosporangiales	Nocardiopsis	239984	6088	1	1	1	1	1	0	1	0
Ochrobactrum anthropi	Proteobacteria	Rhizobiales	Ochrobactrum	529	36118	1	1	1	1	1	0	1	1
Saccharomonospora halophila	Actinobacteria	Pseudonocardiales	Saccharomonospora	129922	2936	0	1	1	0	0	1	0	0
Roseivivax isoporae	Proteobacteria	Rhodobacterales	Roseivivax	591206	4390	0	1	0	0	0	0	1	0
Burkholderia caribensis	Proteobacteria	Burkholderiales	Burkholderia	75105	19809	1	1	1	1	1	0	1	1
Paucibacter sp. KCTC 42545	Proteobacteria	Burkholderiales	Paucibacter	1768242	8439	1	1	1	1	0	0	1	1
Rhodobacteraceae bacterium O3.65	Proteobacteria	Rhodobacterales	root	1768241	4578	1	1	1	1	0	0	1	1
Streptomyces purpurogeneiscleroticus	Actinobacteria	Streptomycetales	Streptomyces	68259	9480	1	1	1	1	0	0	0	0
Pseudomonas mediterranea	Proteobacteria	Pseudomonadales	Pseudomonas	183795	8781	1	1	1	1	1	0	0	0
Paenibacillus fonticola	Firmicutes	Bacillales	Paenibacillus	379896	5332	1	1	1	1	1	0	0	0
Blastomonas sp. AAP53	Proteobacteria	Sphingomonadales	Blastomonas	1248760	3194	1	1	1	1	1	0	1	0
Bacillus sp. FJAT-26652	Firmicutes	Bacillales	Bacillus	1684141	4580	1	1	1	1	0	1	1	1
Tannerella sp. oral taxon BU063	Bacteroidetes	Bacteroidales	Tannerella	712710	12159	0	1	0	0	0	1	0	0
Rhodococcus sp. PML026	Actinobacteria	Corynebacteriales	Rhodococcus	1356405	5920	1	1	1	1	1	0	1	0
Bacteroides sp. CAG:770	Bacteroidetes	Bacteroidales	Bacteroides	1262751	2084	0	1	0	0	0	0	0	0
Paenibacillus sp. FJAT-27812	Firmicutes	Bacillales	Paenibacillus	1684143	6039	1	1	1	1	1	1	0	0
Megasphaera sp. NM10	Firmicutes	Selenomonadales	Megasphaera	1273103	2739	1	1	1	1	0	1	0	0
Nesterenkonia sp. AN1	Actinobacteria	Micrococcales	Nesterenkonia	652017	4961	0	1	1	0	0	0	0	0
Lysobacter gummosus	Proteobacteria	Xanthomonadales	Lysobacter	262324	10026	0	1	0	1	1	0	1	1
Peptococcaceae bacterium BRH_c8a	Firmicutes	Clostridiales	root	1629715	3468	0	1	0	1	0	1	0	0
Peptococcaceae bacterium BRH_c23	Firmicutes	Clostridiales	root	1629714	5036	1	1	1	1	0	1	1	0
Peptococcaceae bacterium BRH_c4b	Firmicutes	Clostridiales	root	1629717	3110	1	1	1	1	0	1	0	0
Peptococcaceae bacterium BRH_c4a	Firmicutes	Clostridiales	root	1629716	2959	1	1	1	1	0	0	0	0
Pseudomonas sp. BRH_c35	Proteobacteria	Pseudomonadales	Pseudomonas	1629711	3109	1	1	1	1	0	0	0	0
Hyphomonas sp. BRH_c22	Proteobacteria	Rhodobacterales	Hyphomonas	1629710	3623	1	1	1	1	0	0	0	0
Desulfobulbaceae bacterium BRH_c16a	Proteobacteria	Desulfobacterales	root	1629713	5036	1	1	1	1	0	0	0	0
Hoeflea sp. BRH_c9	Proteobacteria	Rhizobiales	Hoeflea	1629712	3669	1	1	1	1	0	0	1	0
Streptococcus constellatus	Firmicutes	Lactobacillales	Streptococcus	76860	9320	0	0	0	0	0	0	0	0
Clostridiaceae bacterium BRH_c20a	Firmicutes	Clostridiales	root	1629719	3867	0	1	0	0	0	1	0	0
Rhodospirillaceae bacterium BRH_c57	Proteobacteria	Rhodospirillales	root	1629718	3423	0	1	0	1	0	1	0	0
Thiocystis violascens	Proteobacteria	Chromatiales	Thiocystis	73141	4120	1	1	1	1	0	0	0	0
Erysipelatoclostridium ramosum DSM 1402	Firmicutes	Erysipelotrichales	Erysipelatoclostridium	445974	3170	1	1	1	1	0	0	0	0
Carnobacterium funditum	Firmicutes	Lactobacillales	Carnobacterium	2752	2014	0	0	0	0	0	0	0	0
Thiothrix lacustris	Proteobacteria	Thiotrichales	Thiothrix	525917	3482	1	1	1	1	0	0	0	0
Lysinibacillus sp. A1	Firmicutes	Bacillales	Lysinibacillus	1571920	4476	1	1	1	1	0	1	0	0
Piscirickettsia salmonis	Proteobacteria	Thiotrichales	Piscirickettsia	1238	21005	1	1	1	1	0	0	0	0
Salinimicrobium xinjiangense	Bacteroidetes	Flavobacteriales	Salinimicrobium	438596	3263	1	1	1	1	1	0	1	1
Treponema pedis	Spirochaetes	Spirochaetales	Treponema	409322	8487	0	1	0	0	0	0	0	0
Alkaliflexus imshenetskii	Bacteroidetes	Bacteroidales	Alkaliflexus	286730	3138	1	1	1	1	0	0	0	0
Parvularcula oceani	Proteobacteria	Parvularculales	Parvularcula	1247963	3030	1	1	1	1	1	0	1	0
Acidobacteriaceae bacterium KBS 83	Acidobacteria	Acidobacteriales	root	1267533	5077	0	1	0	1	0	0	1	0
Lactobacillus manihotivorans	Firmicutes	Lactobacillales	Lactobacillus	88233	2859	0	0	0	1	0	0	0	0
Aeromonas dhakensis	Proteobacteria	Aeromonadales	Aeromonas	196024	6879	1	1	1	1	0	0	0	0
Saccharomonospora sp. CNQ490	Actinobacteria	Pseudonocardiales	Saccharomonospora	1137271	4382	1	1	1	1	1	1	0	0
Acidobacteriaceae bacterium KBS 96	Acidobacteria	Acidobacteriales	root	1267535	5549	1	1	1	1	0	0	0	0
Acidobacteriaceae bacterium KBS 89	Acidobacteria	Acidobacteriales	root	1267534	4818	1	1	1	1	1	0	0	0
Chlorobium sp. GBChlB	Chlorobi	Chlorobiales	Chlorobium	1519464	2180	1	1	1	1	0	0	0	0
Alicycliphilus sp. B1	Proteobacteria	Burkholderiales	Alicycliphilus	1603291	9227	1	1	1	1	0	0	0	0
Paracoccus sp. 361	Proteobacteria	Rhodobacterales	Paracoccus	1603292	6655	0	1	0	0	0	0	1	0
Flavobacterium sp. 316	Bacteroidetes	Flavobacteriales	Flavobacterium	1603293	6837	1	1	1	1	1	0	1	1
Fischerella sp. PCC 9605	Cyanobacteria	Stigonematales	Fischerella	1173024	6358	1	1	1	1	1	0	0	0
Sodalis glossinidius	Proteobacteria	Enterobacteriales	Sodalis	63612	4048	1	1	1	1	1	0	0	0
Streptacidiphilus jeojiense	Actinobacteria	Streptomycetales	Streptacidiphilus	436229	7488	1	1	1	1	1	0	1	0
Crinalium epipsammum	Cyanobacteria	Oscillatoriales	Crinalium	241425	4643	1	1	1	1	0	0	0	0
gamma proteobacterium NOR5-3	Proteobacteria	root	root	566466	7246	1	1	1	1	0	0	1	0
Gemmatirosa kalamazoonesis	Gemmatimonadetes	Gemmatimonadales	Gemmatirosa	861299	6368	1	1	1	1	0	0	1	0
Leptospira sp. serovar Kenya str. Sh9	Spirochaetes	root	Leptospira	1242991	4178	1	1	1	1	0	0	0	0
Sporosarcina koreensis	Firmicutes	Bacillales	Sporosarcina	334735	6769	0	1	0	0	0	1	1	0
Alishewanella jeotgali	Proteobacteria	Alteromonadales	Alishewanella	545533	2735	0	1	0	1	0	0	0	0
Pseudomonas sp. Leaf15	Proteobacteria	Pseudomonadales	Pseudomonas	1735680	9501	1	1	1	1	0	0	1	0
Arhodomonas aquaeolei	Proteobacteria	Chromatiales	Arhodomonas	2369	3431	1	1	1	1	0	0	0	0
