Species	Phylum	Order	Genus	TaxID	Num_Prot	B12_producer	niacin_synthesis	biotin_synthesis	anaerobic_synthesis	aerobic_synthesis	early_pathway	late_pathway	MCM_B12_related	METE_B12_related	METH_B12_related	RNR_I_B12_related	RNR_II_B12_related	bluB_B12_related	btuB_B12_transport	btuC_B12_transport	btuD_B12_transport	btuF_B12_transport	cbiZ_2_B12_related	cobA_aerobe_aerobic_synthesis	cobI_aerobic_synthesis	cobG_aerobic_synthesis	cobJ_aerobic_synthesis	cobM_aerobic_synthesis	cobF_aerobic_synthesis	cobK_aerobic_synthesis	cobL_aerobic_synthesis	cobH_aerobic_synthesis	cobB_aerobic_synthesis	cobN_aerobic_synthesis	cobS_aerobe_aerobic_synthesis	cobT_aerobe_aerobic_synthesis	cobR_aerobic_synthesis	cobO_aerobic_synthesis	cobQ_aerobic_synthesis	cobD_aerobic_synthesis	cobP_aerobic_synthesis	cobV_aerobic_synthesis	cobU_aerobe_aerobic_synthesis	cysG_anaerobic_synthesis	cbiXL_anaerobic_synthesis	cbiK_anaerobic_synthesis	cbiL_anaerobic_synthesis	cbiH_anaerobic_synthesis	cbiF_anaerobic_synthesis	cbiG_anaerobic_synthesis	cbiD_anaerobic_synthesis	cbiJ_anaerobic_synthesis	cbiE_anaerobic_synthesis	cbiT_anaerobic_synthesis	cbiC_anaerobic_synthesis	cbiA_anaerobic_synthesis	fldA_anaerobic_synthesis	cobA_anaerobe_anaerobic_synthesis	cbiP_anaerobic_synthesis	cbiB_anaerobic_synthesis	cobU_anaerobe_anaerobic_synthesis	cobS_anaerobe_anaerobic_synthesis	cobT_anaerobe_anaerobic_synthesis	cobC_anaerobic_synthesis	cblT_B12_related	cblS_B12_related	bzaA_anaerobic_DMB	bzaB_anaerobic_DMB	bzaC_anaerobic_DMB	bzaD_anaerobic_DMB	bzaE_anaerobic_DMB	B12_related	B12_transport	not_in
Devosia sp. Root105	Proteobacteria	Rhizobiales	Devosia	1736423	9209	1	1	0	17	19	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	8	2	"bioB,bluB,btuF,btuB,cbiD,cobG,nrdB,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,bioD1,bzaE,fldA,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiE,cbiZ_2,nrdJ_alt"
Kitasatospora sp. Root107	Actinobacteria	Streptomycetales	Kitasatospora	1736424	7855	1	1	0	15	16	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	8	2	"cobV,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobF,pabC,nrdD,nrdF,nrdG,had,cblS,bioD2,bioD1,bzaE,fldA,cobS_aerobe,cbiT,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,METE,cobT_aerobe,cbiZ_2,nrdJ_alt"
Bacillus sp. Root11	Firmicutes	Bacillales	Bacillus	1736425	6497	0	1	1	5	3	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	11	3	"cobV,cobP,cobQ,cobR,bluB,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobJ,cobK,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Leifsonia sp. Root112D2	Actinobacteria	Micrococcales	Leifsonia	1736426	6092	0	1	0	2	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Rhizobium sp. Root1203	Proteobacteria	Rhizobiales	Rhizobium	1736427	12345	1	1	1	15	20	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	11	3	"cbiXL,btuF,cbiD,pabC,nrdD,nrdG,kmo,had,hpaB,cblS,fldA,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,kynu,cbiZ_2,nrdJ_alt"
Rhizobium sp. Root1204	Proteobacteria	Rhizobiales	Rhizobium	1736428	8132	1	1	1	13	20	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	10	2	"cbiXL,btuF,btuB,cbiD,cobC,nrdD,nrdG,kmo,had,cblS,bzaE,fldA,bzaD,cbiT,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,kynu,METE,cbiZ_2,nrdJ_alt"
Rhizobium sp. Root1212	Proteobacteria	Rhizobiales	Rhizobium	1736429	4866	1	1	0	14	20	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	6	2	"bioB,cbiXL,btuF,btuB,cbiD,cobC,nrdA,nrdB,nrdD,nrdF,nrdG,had,hpaB,cblS,bioD2,bioD1,bzaE,RNR_I,fldA,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,kynu,METE,cbiZ_2,nrdJ_alt"
Pseudomonas sp. 12M76_air	Proteobacteria	Pseudomonadales	Pseudomonas	1461581	8986	0	1	1	6	5	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	9	3	"cobV,cobQ,bluB,cbiXL,btuF,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Arthrobacter sp. 11W110_air	Actinobacteria	Micrococcales	Arthrobacter	1461584	3209	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	2	"bioB,cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Clostridium senegalense	Firmicutes	Clostridiales	Clostridium	1465809	3285	1	0	0	19	13	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	5	3	"bioB,RNR_II,cobR,bluB,cbiXL,btuB,cobF,cobG,cobN,cobK,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,bioD2,bioD1,bio1,bzaE,RNR_I,fldA,cobS_aerobe,bzaD,cbiZ,nadX,bzaC,MCM,kynu,METE,nadC,nadA,nadB,cobT_aerobe,cbiZ_2,nrdJ_alt,nrdZ"
Photobacterium gaetbulicola	Proteobacteria	Vibrionales	Photobacterium	1295392	13979	0	1	1	9	7	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	11	4	"cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bzaE,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Burkholderia sacchari	Proteobacteria	Burkholderiales	Burkholderia	159450	11807	1	1	1	16	19	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	9	3	"cbiXL,btuB,cobF,pabC,nrdD,nrdF,nrdG,had,cblS,fldA,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,MCM,cbiZ_2,nrdJ_alt"
Lysobacter arseniciresistens	Proteobacteria	Xanthomonadales	Lysobacter	1385522	2653	0	1	1	10	9	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	8	2	"cobR,bluB,cbiXL,btuF,btuC,cbiD,cobF,cobG,cobL,cobN,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiC,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Streptomyces sp. SPB074	Actinobacteria	Streptomycetales	Streptomyces	465543	10569	1	1	0	11	15	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	9	2	"bioB,btuF,cobS_anaerobe,btuB,cobD,cbiD,pabC,cobB,cobH,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Streptomyces sp. Mg1	Actinobacteria	Streptomycetales	Streptomyces	465541	21756	1	1	0	15	16	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	11	2	"cobV,btuF,cobS_anaerobe,btuB,cbiD,pabC,cobJ,nrdD,nrdG,had,cblS,bioD2,bioD1,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,cobT_aerobe,cbiZ_2,nrdJ_alt"
Flavobacterium sasangense	Bacteroidetes	Flavobacteriales	Flavobacterium	503361	2841	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdF,nrdG,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Paenibacillus sp. Soil750	Firmicutes	Bacillales	Paenibacillus	1736398	13438	0	1	1	7	7	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	10	3	"cobR,bluB,cbiXL,btuB,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiC,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Tetrasphaera sp. Soil756	Actinobacteria	Micrococcales	Tetrasphaera	1736399	6195	0	1	0	2	2	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,METE,cbiF,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Paenibacillus sp. Soil724D2	Firmicutes	Bacillales	Paenibacillus	1736392	11206	1	1	0	18	12	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	12	3	"bioB,cobR,btuB,cobF,cobG,cobN,cobO,cobK,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cblT,nadX,cbiK,bzaC,cobT_aerobe,cbiZ_2,nrdJ_alt"
Vibrio sp. HENC-01	Proteobacteria	Vibrionales	Vibrio	992010	6756	0	1	1	8	7	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	11	4	"cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bzaE,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Agromyces sp. Soil535	Actinobacteria	Micrococcales	Agromyces	1736390	8609	0	1	0	2	2	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,pabC,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Mycobacterium sp. Soil538	Actinobacteria	Corynebacteriales	Mycobacterium	1736391	10482	1	1	0	13	16	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	10	0	"cobV,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cbiD,cobG,pabC,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,kynu,METE,btuD,cobT_aerobe,cbiZ_2,nrdJ_alt"
Bacillus sp. Soil745	Firmicutes	Bacillales	Bacillus	1736396	8576	1	1	1	19	16	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	13	3	"btuB,cobF,cobN,nrdD,nrdG,kmo,had,bioD2,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,cbiK,bzaC,cobT_aerobe,nrdJ_alt"
Phycicoccus sp. Soil748	Actinobacteria	Micrococcales	Phycicoccus	1736397	7094	0	1	0	3	4	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	8	1	"bioB,cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,METE,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Knoellia sp. Soil729	Actinobacteria	Micrococcales	Knoellia	1736394	6462	0	1	0	3	2	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,METE,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Arthrobacter sp. Soil736	Actinobacteria	Micrococcales	Arthrobacter	1736395	10029	0	1	1	3	3	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	9	2	"cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,pabC,cobB,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,had,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Nitrococcus mobilis	Proteobacteria	Chromatiales	Nitrococcus	35797	3084	0	1	1	2	2	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	7	2	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuC,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Aminomonas paucivorans	Synergistetes	Synergistales	Aminomonas	81412	2341	1	0	1	17	11	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	6	3	"cobR,bluB,cbiXL,btuF,cobF,cobG,cobB,cobN,cobK,nrdA,nrdB,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,bzaC,bzaB,bzaA,cbiA,METE,nadC,nadA,cobU_aerobe,nadB,cobT_aerobe,cbiZ_2,nrdJ_alt"
Brucella inopinata	Proteobacteria	Rhizobiales	Brucella	1218315	2020	1	0	1	15	17	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	8	3	"cbiXL,btuF,cobF,pabC,cobC,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,kynu,METE,nadC,nadA,cobU_aerobe,cbiZ_2,nrdJ_alt"
Rhodoplanes sp. Z2-YC6860	Proteobacteria	Rhizobiales	Rhodoplanes	674703	7041	1	1	1	14	20	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	6	3	"cbiXL,btuF,cbiD,pabC,cobC,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,cblS,bioD2,RNR_I,fldA,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,kynu,cbiZ_2,nrdJ_alt"
Candidatus Burkholderia crenata	Proteobacteria	Burkholderiales	Burkholderia	1074049	3225	0	1	1	2	3	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	8	1	"cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuC,btuB,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Moorella glycerini	Firmicutes	Thermoanaerobacterales	Moorella	55779	6813	1	1	0	19	15	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	11	2	"cobR,btuF,btuB,cobF,cobG,nrdB,nrdF,nrdG,kmo,had,bioD2,bioD1,bio1,bioF,fldA,cobS_aerobe,bzaD,cbiZ,nadX,cbiK,MCM,kynu,METE,cobT_aerobe,nrdJ_alt"
